grant_id,title,abstract,year,institute,institution,abstract_length,word_count,fqhc_keyword_count,has_fqhc_terms,is_fqhc_focused,fqhc_score,data_source
5R21HD107460-02,Development of a digital decision support tool to facilitate developmentally appropriate adolescent contraceptive counseling in primary care,": Contraceptive counseling is the process by which a health professional educates a person about their contraceptive options, including efficacy, proper use, and side effects, and helps them choose their optimal method. However, contraceptive counseling as typically implemented in primary care settings is not developmentally tailored to adolescents’ unique sexual, cognitive, and social development, resulting in suboptimal patterns of use and negative sexual and reproductive health outcomes that disproportionately impact vulnerable communities and perpetuate a cycle of health and economic disadvantage. Further, adolescents, particularly youth of color, have reported feeling coerced by providers to choose and continue a long-acting method. Although rates of adolescent pregnancy and childbearing have declined steadily over the past two decades, adolescents in the U.S. continue to experience disproportionately higher pregnancy and childbearing rates than their counterparts in other high-income countries. Racial/ethnic and sexual/gender minority youth have particularly high rates of unintended pregnancy and sexually transmitted infections (STIs). Adolescents’ pregnancies are much more likely than adults’ to be unintended. Children of adolescent mothers are at elevated risk of negative birth outcomes, physical and mental health difficulties, and of becoming teenage parents themselves. Individuals who first give birth as adolescents experience lower educational and economic attainment across their lifetimes. Further, rates STIs are rising among US adolescents. Without timely treatment, STIs can result in serious lifelong health problems, including risks of cancer, chronic pain, and infertility in adulthood. The long-term goal of our research is to tailor adolescents’ contraceptive counseling experience in order to improve contraceptive satisfaction, continuation, and consistent use, reduce experiences of coercion, and reduce unintended pregnancies and STIs. In this project, we will work with youth of diverse racial/ethnic and sexual/gender identities to create a digital decision support tool to assess adolescent knowledge, concerns, and preferences on contraception prior to the visit, then deliver the information to the provider to facilitate a focused, developmentally appropriate contraceptive counseling session. Specifically, we will identify the features of a digital decision tool deemed necessary by youth to facilitate their contraceptive decision making and by primary care clinicians to feasibly and effectively implement in primary care visits. We will design the tool and optimize its usability. This project will yield the necessary data for a future R01 application supporting a clinical trial of the tool.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,2753,377,1.0,False,False,0.0,phase2_nih
1R01EY034508-01A1,DECON: A sustained topical delivery platform to treat ocular inflammation,"Ocular inflammatory diseases are the primary cause of blindness in the USA. While emergence of ocular inflammation can be genetic or idiopathic, pathogens such as bacteria, fungi and viruses that infect the eye are primary causes. Microbial infections are treated with antimicrobials followed by anti-inflammatory drugs such as dexamethasone, prednisone, cyclosporine etc. The treatment regimen for these anti-inflammatory drugs is prolonged and can last up to many months or even years. While systemic dosing is often avoided unless necessary, topical dosage regimens can have low patient compliance due to repeated administration requirements per day. One such ailment that affects millions of people around the globe is ocular herpes. Primary infections are usually seen in children or adolescents and associated with vesicular dermatitis, follicular blepharo-conjunctivitis, superficial punctate keratitis (SPKs) or dendritic ulcer with preauricular lymphadenopathy. However, herpesviruses can reside forever in the host latently and cause recurrent ocular infection in patients of all ages. While the most common treatment for treating active ocular herpes infection includes daily dosing of Acyclovir (ACV) or ACV analogs, curbing post viral inflammation, which can cause ocular pain and permanent clouding of the cornea, is performed by topical glucocorticoid treatments such as prednisone or dexamethasone. These topical glucocorticoid therapies are avoided during active viral replication and only prescribed in conjunction with oral antivirals to avoid the risk of involving deeper stromal structures with threats to vision. While topical glucocorticoid treatments are effective in reducing inflammation in most cases, they require repeated dosing (6-10 times daily) and suffer from poor ocular retention. A simple yet effective way to improve ocular retention time for topical therapies is to use sustained drug release platforms. We have recently shown that ACV loaded into highly porous activated carbon termed as drug encapsulated carbon (DECON), can effectively adsorb to the corneal surface and deliver drug in a sustained fashion. We showed that use of DECON to deliver ACV, reduced the dosage frequency from 3 in a single day to a single dose once every alternate day in mice. In this regard, we propose to demonstrate a new use for DECON as a sustained drug release platform to deliver dexamethasone during post viral inflammation period. In this proposal, we would like to (1) understand the efficacy of drug loading, retention and release of dexamethasone from DECON using in vitro, ex vivo and in vivo models and (2) through clinically relevant metrics assess DECON’s ability to reduce infectious and non-infectious suppress inflammation during post viral replication period.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,2797,413,0.0,False,False,0.0,phase2_nih
1K23MH130724-01A1,Improving Brain-Behavior Markers of Preschool Executive Function through aGroup-Based Parenting Intervention for Low-Income Families,"PROJECT ABSTRACT Impairments in executive functioning (EF), cognitive processes that support self-regulation, disproportionately impact children living in poverty and increase vulnerability for childhood disruptive behavior disorders (DBDs; oppositional defiant disorder, conduct disorder), which trigger a cascade of mental health problems and psychosocial difficulties across the lifespan. Poverty-related stress and maladaptive parenting styles have been linked to alterations of neural and behavioral EF markers in children; despite this, no studies have studied if parenting prevention programs can directly target childhood EF, and through improving EF, reduce disruptive behaviors in at-risk children. This K23 Mentored Patient-Oriented Research Career Development Award application seeks to conduct a mechanistic randomized clinical trial to determine whether neural-behavioral indices of childhood EF is an experimental therapeutic target that can be modified via caregiver participation in the Chicago Parent Program (CPP; Aim 1). Consistent with the NIMH Research Domain Criteria framework, childhood EF will be assessed across multiple levels of analysis (electroencephalogram [EEG], behavior, survey). The project also seeks to evaluate whether increases in childhood neural-behavioral EF mediate the effects of CPP in reducing disruptive behavior problems over a short-term follow-up (Aim 2). The project will also explore whether increases in specific parenting practices (discipline, scaffolding), previously linked to individual differences in EF, mediate the effects of CPP in predicting change in childhood neural-behavioral EF (Aim 3). The sample will include 90 Medicaid eligible parent-child (ages 4-5 years old) dyads; and will employ a novel recruitment approach where the target child will have moderate-to-severe EF delays at baseline but does not meet diagnostic criteria for a DBD. Consistent with the candidate's translational clinical scientist career goals, the candidate seeks crucial training in: community-based research and dissemination and implementation science, advanced EEG methods to evaluate neural-behavioral EF targets of preventive interventions, and statistical skills to design and evaluate clinical trials. Training will occur in an outstanding interdisciplinary environment at the University of Illinois at Chicago, in the Department of Psychiatry and leverage the department's established strengths in community mental health services research, dissemination and implementation science, and affective neuroscience. Mentors Drs. Atkins, Fitzgerald and Bhaumik and consultants Drs. Klumpp, Wakschlag, Gross, and Handley have expertise in the training areas and extensive histories of early career mentorship, and will work together to ensure the candidate's successful transition to research independence. Study findings will support an R01 application to validate the results on a larger scale and launch the candidate's academic career as a preventive intervention scientist. Findings have significant potential to identify whether CPP, a cost-efficient parenting intervention, modifies neural-behavioral EF indices in urban poor children, a theorized etiological risk mechanism of DBDs, and therefore prevent DBDs.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,3265,437,1.0,False,False,0.07142857142857142,phase2_nih
5F31DA057064-02,Affective and Neural Correlates of Nicotine and Cannabis Co-Use in Young Adulthood,"Co-use of tobacco and cannabis is increasingly prevalent and may be associated with greater physical and psychological risks when compared to use of either substance alone. Co-use is particularly prevalent in young adulthood, an age group where risk for problematic substance use is heightened. Despite growing rates of co-use in this age group, factors that may maintain co-use are less well known. Individual differences in positive affect response to drug use and neural reward reactivity are important predictors of drug use maintenance, but are relatively understudied in this population. Thus, the specific aims of the proposed study are to 1) Characterize subjective positive affect response to cannabis and nicotine co-use, as compared to single- use of either substance 2) Investigate relationships between non-intoxicated neural reward reactivity and positive affect response following episodes of cannabis, nicotine, and co-use, and 3) Examine rates of cannabis and nicotine use in the past month as potential moderators of the relationship between non-intoxicated neural reward reactivity and positive affect change following drug use. To address these aims, the current study proposes to recruit a subset of participants from a large-scale ecological momentary assessment (EMA) study of young adult cannabis and tobacco co-users to participate in an additional electroencephalogram (EEG) laboratory visit. These study aims support the applicant’s training goals to 1) develop knowledge in phenotypes of concurrent substance use through investigating affective, neural, and behavioral correlates of nicotine and cannabis co-use 2) acquire training in EMA methods and data analysis 3) gain training and experience in EEG methods 4) pursue academic professional development through authoring manuscripts, conference presentations, and career development and grant writing seminars and workshops, and 5) gain training in ethics and responsible conduct of research. The applicant’s mentorship team is comprised of experts in young adult nicotine and cannabis use research and EMA methods (Dr. Mermelstein), affective and neural correlates of cannabis use in young adulthood (Dr. Crane), EEG methods and analysis (Dr. Burkhouse), and advanced statistical methods (Dr. Hedeker). The mentoring team will thus advance the applicant’s goals to pursue training in concurrent substance use research, EMA methods, and EEG methods. The proposed training and research plan ultimately supports the candidate’s long-term goal of pursuing a career as an independent investigator dedicated to understanding affective, behavioral, and neural correlates of concurrent substance use in young adulthood. Further, the proposed study has the potential to greatly advance our understanding of correlates of affective and neural correlates co-use in young adulthood that can be harnessed as future prevention and treatment targets.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,2917,418,0.0,False,False,0.0,phase2_nih
5R01EY031350-04,Anti-VEGF-mediated barrier closure,"This project’s long-term goal is to elucidate how anti-VEGF (i.e. acute neutralization of VEGF (vascular endothelial growth factor)) stops leakage of blood vessels that are chronically exposed to excess VEGF. Anti- VEGF’s ability to curb blood vessel permeability has improved and/or sustained the quality of life of patients afflicted with pervasive, incurable diseases such as proliferative diabetic retinopathy (PDR), diabetic macular edema (DME) and neovascular age-related macular degeneration (nAMD). Such clinical observations demonstrate anti-VEGF’s efficacy, and beg the question of how anti-VEGF calms pathological blood vessels. We posit that chronically elevated VEGF alters gene expression in the endothelium of blood vessels in a way that relaxes the endothelial barrier, and that anti-VEGF reverses such changes. Aim 1. Test the hypothesis that anti-VEGF acts transcriptionally to close the barrier. Our preliminary data reveal that prolonged exposure to VEGF changes the expression of many genes, including those that encode known regulators of the endothelial cell barrier. These discoveries support our work hypothesis that anti-VEGF acts transcriptionally to close the barrier. This hypothesis will be tested as follows. The initial, RNAseq-based phase will compare the gene expression profile in cells that have or have not been treated with anti-VEGF and thereby identify anti-VEGF differentially expressed genes (DEGs). Candidates DEGs will be prioritized based on their known function, and then their contribution to VEGF-/anti- VEGF-mediated control of barrier function will be determined. We will identify genes that anti-VEGF depends on to close the endothelial cell barrier that has been breached with VEGF. Aim 2. Investigate the mechanism of action of anti-VEGF on patient-derived retinal endothelial cells. Aim 1 will be done with primary human retinal endothelial cells (HRECs) from a healthy adult donor. Aim 2 will be a repeat of aim 1, except using PRECs, retinal endothelial cells isolated from pathological blood vessels that develop in patients with PDR. This is the target cell type of anti-VEGF therapy. Determining the mechanism of action of anti-VEGF in these cells will provide clinically relevant information. Aim 3. Determine how anti-VEGF calms pathological blood vessels in patients. In aim 3 we will learn how anti-VEGF acts in patients by comparing the gene expression profile in freshly isolated endothelium from pathological blood vessels of treatment naïve and anti-VEGF-treated patients. In addition, we will compare the results from all 3 aims to determine which of the anti-VEGF-mediated effects that occur in patients are faithfully modeled by anti-VEGF treatment of cultured PRECs (aim 2) or HRECs (aim 1). This project will unveil the molecular mediators of anti-VEGF’s therapeutic benefit. Such information will remove current roadblocks to developing biomarkers and alternatives to anti-VEGF, which are needed to address the needs of patients afflicted with a variety of blinding conditions such as DME, PDR and nAMD.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,3076,454,0.0,False,False,0.0,phase2_nih
5K08DE030634-02,"Diabetes, Macrophages and Bone Regeneration","Both soft and hard tissue wound healing are impaired in type 2 diabetes (T2DM). Diabetes negatively impacts fracture healing, bone regeneration and osseointegration of endosseous implants. The complex physiological changes associated with diabetes are often manifest in immunological responses to wounding and repair where macrophages play a prominent role in determining outcomes. Recent discoveries have demonstrated that the immune system is tightly linked to bone physiology and immunomodulation of bone repair is affected by key interaction involving macrophages and mesenchymal stem cells (MSCs). Yet, a fundamental knowledge gap exists with respect to the nature of and the mechanisms that govern this interaction in the presence of T2DM. My recent published study has revealed that the conditioned medium from diabetic mouse macrophages impairs osteogenic differentiation of MSCs. My studies also show that macrophages secrete phenotype-dependent extracellular vesicles (EVs) that affect the level of bone repair. Here, I hypothesize that diabetic macrophage EVs mediate specific paracrine control of osteogenesis. To test this hypothesis, I propose two independent but thematically related aims. In Aim 1, I will characterize and compare wild type mouse macrophage EVs (wtEVs) and diabetic mouse macrophage EVs (dbEVs) at the structural and functional level and define the effects of these EVs on MSC osteogenic differentiation quantitatively. I will demonstrate the role of macrophage miRNAs cargo on osteoinduction by interfering miRNA function in Argonaute 2 (involved in RISC complex formation and miRNA function) knockdown MSCs. In addition, I will validate that dbEVs contain miRNAs that negatively influence the process of osteogenesis by generating EVs from DICER (required for mature miRNA formation) knockout macrophages. In Aim 2, I will identify significantly distinct miRNAs in dbEVs, their target genes and signaling pathways involved in osteogenesis by bioinformatic approach. I will evaluate the functionality of these miRNAs on osteoinduction by utilizing mimics/antagomirs that increase or eliminate the effects of identified miRNAs. I will study selected target genes at the level of miRNA interaction to affirm the direct effects on gene regulation and downstream effects of these key miRNAs on osteoinductive pathways. Translationally, I will generate functionally engineered EVs (FEEs) by engineer the candidate miRNAs (promote osteogenesis) that rescue dbEV effects into MSC EVs. The FEEs will be characterized structurally and functionally in vitro. Further I will utilize calvarial bone defect model to evaluate the function of selected miRNAs within FEEs on bone healing in diabetic mice. Overall, these mechanistic studies will explore the significance of the macrophage EV-mediated immunomodulation that occurs between macrophages and MSCs in the context of bone healing in the presence of T2DM. These studies will refine knowledge of diabetic pathology and provide potential targets for therapeutic intervention.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,3050,438,0.0,False,False,0.0,phase2_nih
5R01EY029782-04,Sleep and Circadian Regulation in Diabetic Retinopathy: The Role of Intrinsically Photosensitive Retinal Ganglion Cells and Melatonin Supplementation,"PROJECT SUMMARY Diabetes affects more than 30 million people in the United States, with 90-95% having type 2 diabetes. Diabetic retinopathy, one of the most serious complications of diabetes, is the leading cause of blindness. While diet, exercise and medications have been cornerstones of diabetes treatment to control glucose levels, the influence of sleep and circadian regulation on metabolic control are increasingly recognized as potential targets of future preventive treatment strategies. Recent work discovered that there is a dysfunction of the melanopsin-expressing intrinsically photosensitive retinal ganglion cells (ipRGCs) in patients with diabetic retinopathy. These ipRGCs are a crucial part of entraining (synchronizing) the circadian system, which influences melatonin secretion and regulates sleep/wake timing and metabolic physiology. Recent data indicate that individuals with diabetic retinopathy show abnormalities in ipRGC function and abnormal melatonin physiology. The novel hypothesis we propose to test is that ipRGC dysfunction associated with type 2 diabetes and diabetic retinopathy leads to disturbances in sleep and circadian regulation, which further adversely affects their metabolic control and could accelerate disease progression. Further, we hypothesize that melatonin supplementation will disrupt this vicious cycle. The proposed study will comprehensively examine ipRGC function via pupillometry in patients with type 2 diabetes with and without diabetic retinopathy. These groups will provide a range of ipRGC function. Sleep duration and quality (via wrist actigraphy), at-home electroencephalography (EEG), polysomnography, nocturnal melatonin secretion (measured from urinary 6-sulfatoxymelatonin), circadian regulation (24-hour blood sampling for melatonin and cortisol) and standard metabolic outcomes (hemoglobinA1c, fasting glucose, 24-hour mean glucose levels from continuous glucose monitoring) will be the outcomes and examined as a function of ipRGC function. Then, patients with diabetic retinopathy will be randomized to receive nightly melatonin supplementation or placebo for 8 weeks. The primary outcomes will be assessed at the end of the study which include sleep as measured by actigraphy and circadian regulation as assessed by 24-hour hormone sampling. Glucose parameters will also be assessed (hemoglobinA1c, fasting glucose, 24-hour mean glucose levels from continuous glucose monitoring). The proposed study will advance our understanding of the relationship between ipRGC function and the nonvisual health of people with diabetes, and provide evidence of potential benefits of melatonin in patients with diabetic retinopathy. These data will be highly relevant given the current epidemic of diabetes and diabetic retinopathy, and will inform potential therapeutic interventions, leading to improve disease outcomes in these patients.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,2901,393,0.0,False,False,0.0,phase2_nih
5R01AI168362-02,Optimizing Ridaifen-B analogs as potential therapeutics for Ebola viruses,"Summary Ebola virus disease (EVD) is caused by an infection with a group of viruses within the genus Ebolavirus. There are at least five species of Ebolavirus, Ebola virus (Zaire, EBOV), Ebola Sudan (SUDV), Bundibugyo virus (BDBV), Reston virus and Tai Forest virus (TAFV). Infections with these viruses can cause severe hemorrhagic fevers in humans and nonhuman primates, and are associated with up to 90% mortality rates with EBOV. Because of the safety concerns, these viruses are designated as the biosafety level 4 agents. Currently there is no effective therapeutic treatments against Ebola virus infection and pathogenesis in humans. Thus the goal of this application is to develop GP-specific small molecule inhibitors as drugs which can be used prophylactically and therapeutically against EBOV and other Ebola virus infections. To achieve this, we screened an in-house library of small molecules, and identified numerous potent entry inhibitors against EBOV. We have identified a series of potent compounds and will use them as leads which will be chemically optimized and developed as an anti-Ebola virus therapy candidate. In this application, two specific aims are proposed: (1) structure- based optimization of the lead compounds, and (2) In vivo evaluation of the lead compounds against EBOV infection using animal models.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,1337,205,0.0,False,False,0.0,phase2_nih
1F31GM143822-01A1,Characterization of structural elements controlling Cas9-mediated DNA cleavage and single-turnover enzyme kinetics.,"The CRISPR/Cas9 system offers an extremely versatile genome editing technology by employing an RNA- guided endonuclease, Cas9. Originally isolated from Streptococcus pyogenes, this system has been adapted for use in a wide range of organisms and can be programmed to manipulate almost any site in the genome. While Cas9 is easy to reprogram, the efficiency of Cas9-mediated editing varies considerably across different genomic targets. Unlike other common bacterial endonucleases, Cas9 exhibits single-turnover kinetics where it forms a stable product complex and requires an external force to release the cut DNA. This persistent product state impairs access to the double-strand break by repair machinery and contributes to reduced genome editing efficiency. Despite an abundance of Cas9 structures, the structure of the product complex remains uncharacterized as previous studies were carried out under conditions that prevent DNA cleavage. As a result, our structural understanding of the entire Cas9 reaction cycle remains incomplete and insufficient to explain why Cas9 exhibits single-turnover kinetics. Our lab recently used cryo-EM to determine the structure of the catalytically active Cas9-sgRNA-dsDNA ternary complex and captured three distinct conformational states (pre- and post-catalytic, and product states). These structures provide new insight into the coordination of Cas9 domains throughout catalysis and reveal persistent Cas9-nucleic acid interactions in the product state. Guided by this new insight, we will expand upon these studies to define the major structural elements contributing to Cas9 catalysis and single-turnover kinetics. Using innovative in vitro kinetic assays and established structural analyses, we will investigate the structural features that control the rate at which Cas9 cuts and releases the targeted DNA. Using rational design in conjunction with random mutagenesis, we will engineer a multi-turnover enzyme capable of spontaneously releasing its cleaved DNA product. Using an in vitro genome editing assay and an in vivo -galactosidase assay, we will screen Cas9 mutants for an increased rate of DNA cleavage. We anticipate the proposed studies will not only advance our molecular understanding of the Cas9 reaction cycle, but also support the development of more efficient CRISPR/Cas9 technologies.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,2350,337,0.0,False,False,0.0,phase2_nih
5R34AT012078-02,Feasibility Trial of a Mindfulness-basedmHealth Intervention to Mitigate the Effects of Chronic Workplace Stress among Juvenile Justice Officers,"Juvenile justice officers (JJOs)—responsible for the over 1 million youth arrested each year in the U.S.—face exceptionally high chronic workplace stress. This stress is implicated in a constellation of adverse outcomes underpinned by emotion dysregulation: depression, anxiety, and workplace burnout. Importantly, JJO workforces are comprised heavily of Black/African American and Latinx employees, and these same groups face disparities in mental health symptoms and burnout compared with peers from other racial/ethnic backgrounds. Interventions that address the effects of chronic workplace stress among JJOs thus stand to yield meaningful public health benefit while helping redress health disparities. Mindfulness-based interventions (MBIs) improve emotion regulation and reduce depression, anxiety, and burnout. JJOs express strong interest in MBIs, which can be tailored and delivered to employees during their workdays via mobile health (mHealth) technology. This project will adapt an MBI smartphone app for delivery to JJOs based on empirically-supported adaptation targets, and will conduct a feasibility clinical trial. It will build on parallel procedures and technology developed through a prior NIH award to adapt and test an MBI app for arrested youth, offering a unique, efficient, and cost-effective opportunity. The study will take place in Chicago Cook County, the 2nd largest juvenile justice system in the U.S., where the study team has conducted NIH-funded research for 18 years. To guide adaptation and implementation of the app, the team will conduct key informant interviews rooted in a theoretically-driven implementation science framework. Interviews will be held on both the individual (JJO) and organizational (leadership) levels. The team will work with professional programmers to translate the interview findings into a secure app adapted from existing source code. For the feasibility clinical trial, JJOs (n=50) will be individually randomized to use the adapted MBI app or an equally intensive control app daily for 30 days. In-app analytics will capture objective use of each app feature. An adaptive intervention design will be employed to engage non-users of both apps, whereby analytics data indicating non-use will trigger delivery of an enhanced engagement strategy (e.g., text messages encouraging use). Mental health symptoms and burnout among JJOs will be assessed at baseline, 1, and 6 months via self-report. JJOs will also complete 1-week “bursts” of ecological momentary assessment (EMA) of their objective contexts and affective states at baseline and 1 month in order to capture the mechanistic target (i.e., emotion dysregulation) in the workplace. At 1 month, both JJOs and leadership will report on acceptability and feasibility via an in-depth, mixed-methods design. Completion of this study will develop building blocks for high-impact, large-scale trials that formally evaluate the adapted MBI app. The use of theoretically- driven implementation science principles coupled with mHealth technology will position the MBI app to be sustainable and scalable across diverse juvenile justice systems, improving the health trajectories of their frontline workers.",2023,,UNIVERSITY OF ILLINOIS AT CHICAGO,3215,463,1.0,False,False,0.09523809523809523,phase2_nih
5R01HL150848-04,Maternal Self-Regulation and Early Childhood Obesity,"PROJECT SUMMARY Young children are dependent on their parents to create family environments that support healthy weight, yet many parents do not consistently parent in ways that protect their children from obesity. Further, several interventions to improve parenting as a means to address early childhood obesity have struggled with parent engagement and adherence. In adults, poor self-regulation, or limitations in an individuals' capacity to regulate emotions, thoughts, and behavior, is a robust, yet modifiable, risk factor for obesity. Poor self-regulation may similarly interfere with parents' ability to parent in ways that support their children's healthy weight, but there are no robust data to directly support this conjecture. Further, while improving children's self-regulation has been identified as a promising method to address childhood obesity, we do not currently understand how parent and child self-regulation work together to impact children's growth. This lack of information precludes us from identifying whether targeting child self-regulation alone, parent self-regulation alone, or both together, may be the most effective means to prevent or treat childhood obesity. Our long-term goal is to identify strategies to sustainably improve parents' use of practices that support children's healthy weight. The objective of this study is to identify the interrelationships between mothers' self-regulation, their weight-related parenting practices, child self-regulation, and child adiposity from ages 3 through 5, a critical period for preventing the onset of long-term obesity. Our central hypothesis is that poor self-regulation impedes mothers' engagement in parenting practices that support children's healthy weight, leading to excessive gains in adiposity among young children. We also expect that in families where both mothers and children have poor self-regulation, mothers have even greater difficulty engaging in effective weight-related parenting, and children will experience the most rapid gains in adiposity. To test this central hypothesis, we will conduct a prospective cohort study enrolling a socio-demographically diverse sample of 300 mother/child dyads, collecting data 3 times over 2.5 years to address the following specific aims: (1) Identify relationships between mothers' self-regulation and weight-related parenting practices, (2) Identify relationships between mothers' self-regulation and changes in child adiposity, and (3) Identify how child self-regulation modifies relationships between mothers' self- regulation, weight-related parenting, and child adiposity. This project is conceptually innovative in its focus on mothers' self-regulation, its recognition of the dyadic interactions between mothers and children, and the use of rigorous methods to measure self-regulation and parenting. This research is significant because it will elucidate when, how, and among whom deficits in mothers' self-regulation contribute to their young children's obesity risk. There are known strategies to improve self-regulation and enhance behavior change among adults with poor self-regulation. Findings will provide essential guidance for the development of novel intervention approaches to target mothers' self-regulation as a mechanism to prevent and treat childhood obesity.",2024,,UNIVERSITY OF MICHIGAN,3321,456,0.0,False,False,0.0,phase2_nih
3T32DK071212-19S1,Developmental Origins of Metabolic Disorders,"The postdoctoral Pediatric Endocrinology and Diabetes Training Program at the University of Michigan is designed to recruit and provide high quality research training in one of two major tracks, Basic Science or Clinical Investigation & Epidemiology to qualified candidates. Now on its 15th year, the theme of the Program is developmental programming of disorders of glucose metabolism. The program is organized to complement the established training program in clinical pediatric endocrinology for M.D.s, and for basic scientists pursuing a career in endocrine related research, by providing 2 years of intensive postdoctoral training using a closely- mentored research training program individually structured for each trainee. The program is actively supported by 14 faculty from 11 UM Departments/Schools, all with extensive research and mentoring experience within their respective areas of expertise. The Program also includes an extensive didactic component tailored to each trainee’s educational background and research interests. Trainees initiating Basic Science research complete a 3-month course designed to expose them to a variety of state-of-the-art techniques, as well as to skills in performing hypothesis-driven, controlled research studies. Trainees in Clinical Investigation & Epidemiology choose between Outcomes & Epidemiology or Clinical Research. They complete courses leading to either a Master of Public Health in Biostatistics & Epidemiology or a Master of Science in Clinical Research Design & Statistical Analysis. In addition to the formal curriculum, trainees attend weekly clinical and research seminars, receive instruction preparing and delivering oral presentations, and instruction in ethical conduct of research. Mentored research is supported the Medical School resources including the Centers of Comprehensive Diabetes Research, Nutrition Obesity Research, Organogenesis, Human Growth and Development, Comprehensive Metabolomic Center, Molecular & Behavioral Neuroscience Institute and the Michigan Institute for Clinical and Health Research. To optimize each trainee’s potential for development of a successful academic career, trainees are required to submit abstracts to national meetings, submit a first- authored research manuscript, and apply for individual grant funding. Expansion of our Program will help alleviate the critical shortage of successful Pediatric Endocrinologists and Pediatric Physician-Scientists.",2024,,UNIVERSITY OF MICHIGAN,2461,334,0.0,False,False,0.0,phase2_nih
7R01DK124469-06,Efficacy of sipIT Intervention for Increasing Urine Output in Patients with Urolithiasis,"Project Summary Kidney stones affect an estimated 8.8% of American adults and direct medical costs exceed $10 billion annually. Five-year recurrence rates for stones have been as high as 40% and a standard guideline for prevention is to increase fluid intake enough to produce > 2.5 L of urine daily. Meeting these guidelines reduces stone recurrence rates by 50-60% yet patients’ adherence to fluid intake guidelines is commonly below 50%. Usual care for preventing a recurrence involves education about increasing fluid intake and dietary changes; however, the low adherence rate indicates that many patients would benefit from additional support in adhering to fluid intake guidelines. The long-term goal of this research is to reduce the recurrence of painful and costly stones by improving patient adherence to fluid intake guidelines (secondary prevention). Digital technology offers the promise of increasing reach and supporting treatment adherence but, to date, that promise has not been fully realized in clinical trials of digital tools for supporting treatment adherence. In a series of six preliminary studies, we engaged patients in developing and testing a context-sensitive digital tool called sipIT, a just-in-time adaptive intervention to promote fluid intake and increase urine output. We learned that patients are open to using digital tools provided those tools are integrated with their lifestyle and sensitive to the changing contexts of their lives. The resulting intervention, sipIT, incorporates a novel semi-automated tracking system to trigger smartphone notifications with context-sensitive reminders to drink. The reminder system was informed by contemporary theories of habit formation to support behavior change in the eventual absence of the technology. In this application, we propose to answer question, “Does sipIT increase 24-hour urine output more than usual care over a 3-month period?” Urine output was selected as a proximal surrogate endpoint based on clinical guidelines for preventing recurrence of kidney stones. The specific aims of this project are (1) to evaluate the efficacy of sipIT vs usual care for increasing urine output in patients with a history of kidney stones, and (2) to identify biological and behavioral moderators of intervention effects on urine output (heterogeneity of treatment effects). We propose a two-arm randomized controlled trial to achieve these aims. Patients will receive either usual care + sipIT (intervention group) or usual care alone (control group). We will evaluate 24-hour urine output, urine supersaturations, and fluid intake habit strength at baseline and 1, 3, and 12 months after intervention. If successful, this research will lead to a cost-effective intervention that leverages consumer technology so it can be scaled for dissemination and implementation in clinical practice to reduce the burden and cost of stones. It advances NIDDK goals of preventing noncancerous urologic diseases and may be applied to support other dehydration-related health concerns (e.g., urinary tract infections, cognitive performance, heat stress, post-surgical hospital readmissions).",2024,,UNIVERSITY OF MICHIGAN,3158,465,0.0,False,False,0.0,phase2_nih
